1475817648296,387915385831454,3.3877552,-9.1621475,-0.8957373
1475817648306,387915395699948,3.3925452,-9.159752,-0.8969348
1475817648316,387915405568442,3.3925452,-9.159752,-0.8945398
1475817648326,387915415436936,3.3913476,-9.16095,-0.88974977
1475817648336,387915425305430,3.4093103,-9.153765,-0.8957373
1475817648346,387915435173924,3.4081128,-9.153765,-0.8981323
1475817648355,387915445042418,3.4081128,-9.153765,-0.90052736
1475817648365,387915454910912,3.4093103,-9.153765,-0.90052736
1475817648375,387915464779406,3.3889527,-9.1621475,-0.8849597
1475817648387,387915474647900,3.39015,-9.1621475,-0.8825647
1475817648395,387915484516394,3.3889527,-9.1621475,-0.8825647
1475817648406,387915494384888,3.3949401,-9.159752,-0.8849597
1475817648415,387915504253382,3.3949401,-9.159752,-0.8861572
1475817648425,387915514121876,3.3949401,-9.159752,-0.8849597
1475817648435,387915524021403,3.3949401,-9.16095,-0.8825647
1475817648445,387915533889897,3.3961377,-9.159752,-0.8837622
1475817648455,387915543758391,3.3961377,-9.159752,-0.88735473
1475817648465,387915553626885,3.3973353,-9.158555,-0.8909473
1475817648475,387915563495379,3.3889527,-9.164542,-0.86579955
1475817648487,387915573363873,3.3889527,-9.164542,-0.864602
1475817648495,387915583232367,3.3889527,-9.164542,-0.864602
1475817648505,387915593100861,3.3877552,-9.164542,-0.86699706
1475817648516,387915602969355,3.3925452,-9.163344,-0.864602
1475817648526,387915612837849,3.3925452,-9.1621475,-0.864602
1475817648535,387915622706343,3.3937426,-9.1621475,-0.86220706
1475817648546,387915632574837,3.3985326,-9.16095,-0.859812
1475817648555,387915642443331,3.3985326,-9.16095,-0.8562195
1475817648565,387915652311825,3.3973353,-9.1621475,-0.8562195
1475817648575,387915662180319,3.3973353,-9.1621475,-0.8562195
1475817648585,387915672048813,3.3877552,-9.166937,-0.83825684
1475817648595,387915681917307,3.3889527,-9.166937,-0.83346677
1475817648605,387915691785801,3.3877552,-9.168135,-0.82867676
1475817648615,387915701654295,3.3973353,-9.1621475,-0.8478369
1475817648625,387915711522789,3.3961377,-9.163344,-0.8490344
1475817648635,387915721391283,3.3961377,-9.163344,-0.8490344
1475817648645,387915731290810,3.3949401,-9.163344,-0.85023195
1475817648655,387915741159304,3.4021254,-9.16095,-0.8490344
1475817648665,387915751027798,3.4021254,-9.16095,-0.852627
1475817648675,387915760896292,3.4009278,-9.16095,-0.8562195
1475817648685,387915770764786,3.3937426,-9.1621475,-0.859812
1475817648706,387915780633280,3.3937426,-9.1621475,-0.8634045
1475817648710,387915790501774,3.3949401,-9.1621475,-0.86579955
1475817648715,387915800370268,3.3949401,-9.1621475,-0.86579955
1475817648725,387915810238762,3.3889527,-9.163344,-0.8693921
1475817648735,387915820107256,3.3889527,-9.163344,-0.8705896
1475817648745,387915829975750,3.3889527,-9.163344,-0.8705896
1475817648756,387915839844244,3.38536,-9.164542,-0.87298465
1475817648765,387915849712738,3.38536,-9.164542,-0.87298465
1475817648775,387915859581232,3.38536,-9.164542,-0.87298465
1475817648788,387915869449726,3.38536,-9.164542,-0.8741821
1475817648794,387915879318220,3.3877552,-9.163344,-0.8705896
1475817648804,387915889186714,3.3889527,-9.163344,-0.8705896
1475817648814,387915899086241,3.3889527,-9.163344,-0.87178713
1475817648824,387915908954735,3.38536,-9.16574,-0.857417
1475817648834,387915918823229,3.38536,-9.16574,-0.857417
1475817648844,387915928691723,3.38536,-9.16574,-0.8562195
1475817648855,387915938560217,3.3865576,-9.16574,-0.85502195
1475817648865,387915948428711,3.3841627,-9.166937,-0.8586145
1475817648875,387915958297205,3.3841627,-9.166937,-0.8586145
1475817648884,387915968165699,3.3841627,-9.166937,-0.859812
1475817648894,387915978034193,3.3841627,-9.16574,-0.86699706
1475817648904,387915987902687,3.3841627,-9.16574,-0.86699706
1475817648914,387915997771181,3.3841627,-9.16574,-0.8681946
1475817648926,387916007639675,3.3841627,-9.16574,-0.8693921
1475817648934,387916017508169,3.3865576,-9.16574,-0.8634045
1475817648944,387916027376663,3.3877552,-9.164542,-0.864602
1475817648955,387916037245157,3.3877552,-9.164542,-0.864602
1475817648964,387916047113651,3.3865576,-9.163344,-0.87657714
1475817648974,387916056982145,3.3877552,-9.163344,-0.87657714
1475817648984,387916066850639,3.3877552,-9.163344,-0.8789722
1475817648994,387916076719133,3.3877552,-9.163344,-0.8801697
1475817649004,387916086587627,3.3913476,-9.1621475,-0.87777466
1475817649014,387916096456121,3.3913476,-9.1621475,-0.87657714
1475817649024,387916106355648,3.3913476,-9.1621475,-0.87657714
1475817649034,387916116224142,3.3973353,-9.159752,-0.87657714
1475817649044,387916126092636,3.3985326,-9.159752,-0.8801697
1475817649054,387916135961130,3.3985326,-9.158555,-0.8813672
1475817649064,387916145829624,3.3997302,-9.158555,-0.8825647
1475817649075,387916155698118,3.3985326,-9.158555,-0.8849597
1475817649084,387916165566612,3.3985326,-9.158555,-0.88735473
1475817649093,387916175435106,3.3985326,-9.158555,-0.88855225
1475817649103,387916185303600,3.3997302,-9.157357,-0.88974977
1475817649113,387916195172094,3.3997302,-9.157357,-0.88855225
1475817649123,387916205040588,3.3997302,-9.158555,-0.8861572
1475817649133,387916214940115,3.3997302,-9.158555,-0.8849597
1475817649144,387916224808609,3.3973353,-9.158555,-0.8957373
1475817649153,387916234677103,3.3973353,-9.158555,-0.8945398
1475817649182,387916244545597,3.3961377,-9.158555,-0.89334226
1475817649185,387916254414091,3.3997302,-9.158555,-0.8861572
1475817649189,387916264282585,3.3997302,-9.158555,-0.88735473
1475817649193,387916274151079,3.3997302,-9.158555,-0.88855225
1475817649207,387916284019573,3.3997302,-9.158555,-0.88855225
1475817649213,387916293888067,3.4057178,-9.154963,-0.8921448
1475817649223,387916303756561,3.4057178,-9.154963,-0.8945398
1475817649233,387916313625055,3.4057178,-9.154963,-0.8969348
1475817649243,387916323493549,3.3997302,-9.157357,-0.8909473
1475817649253,387916333362043,3.3997302,-9.157357,-0.8921448
1475817649263,387916343230537,3.3997302,-9.157357,-0.8921448
1475817649273,387916353099031,3.3997302,-9.157357,-0.8921448
1475817649283,387916362967525,3.3961377,-9.158555,-0.8921448
1475817649293,387916372836019,3.3961377,-9.158555,-0.89334226
1475817649303,387916382704513,3.3961377,-9.158555,-0.8921448
1475817649313,387916392573007,3.3865576,-9.1621475,-0.8957373
1475817649324,387916402441501,3.3865576,-9.1621475,-0.8945398
1475817649334,387916412309995,3.38536,-9.1621475,-0.8945398
1475817649343,387916422178489,3.38536,-9.1621475,-0.8945398
1475817649353,387916432046983,3.3889527,-9.1621475,-0.8861572
1475817649363,387916441915477,3.3889527,-9.1621475,-0.8861572
1475817649373,387916451783971,3.3877552,-9.1621475,-0.8861572
1475817649383,387916461652465,3.3889527,-9.1621475,-0.88974977
1475817649393,387916471520959,3.3889527,-9.1621475,-0.8909473
1475817649403,387916481389453,3.3889527,-9.1621475,-0.88974977
1475817649413,387916491257947,3.3889527,-9.16095,-0.88974977
1475817649424,387916501126441,3.3877552,-9.16095,-0.9017249
1475817649433,387916511025968,3.3877552,-9.16095,-0.9017249
1475817649443,387916520894462,3.3877552,-9.16095,-0.9029224
1475817649452,387916530762956,3.3949401,-9.159752,-0.88735473
1475817649463,387916540631450,3.3949401,-9.159752,-0.88855225
1475817649473,387916550499944,3.3961377,-9.159752,-0.88855225
1475817649482,387916560368438,3.3961377,-9.159752,-0.88855225
1475817649492,387916570236932,3.3937426,-9.159752,-0.8945398
1475817649502,387916580105426,3.3949401,-9.158555,-0.8981323
1475817649512,387916589973920,3.3949401,-9.158555,-0.89932984
1475817649523,387916599842414,3.3949401,-9.158555,-0.90411985
1475817649532,387916609710908,3.3949401,-9.158555,-0.9017249
1475817649547,387916619579402,3.3937426,-9.158555,-0.9029224
1475817649552,387916629447896,3.3937426,-9.158555,-0.90531737
1475817649562,387916639347423,3.3961377,-9.157357,-0.9089099
1475817649572,387916649215917,3.3961377,-9.157357,-0.9089099
1475817649582,387916659084411,3.3973353,-9.157357,-0.9065149
1475817649592,387916668952905,3.3925452,-9.159752,-0.89334226
1475817649602,387916678821399,3.3925452,-9.159752,-0.8945398
1475817649612,387916688689893,3.3913476,-9.159752,-0.8957373
1475817649622,387916698558387,3.3913476,-9.159752,-0.8957373
1475817649632,387916708426881,3.3937426,-9.16095,-0.87657714
