1475822894298,393161033553958,0.62976074,0.17346191,-0.18029785,-0.7352905,-143.02002
1475822894308,393161043422452,0.6298218,0.17346191,-0.18029785,-0.7352295,-143.02002
1475822894319,393161053290946,0.62994385,0.17352295,-0.18023682,-0.73516846,-143.02002
1475822894328,393161063159440,0.630188,0.17364502,-0.18011475,-0.7349243,-143.02002
1475822894338,393161073058967,0.630188,0.17364502,-0.18011475,-0.7349243,-143.02002
1475822894348,393161082927461,0.63012695,0.17364502,-0.18017578,-0.73498535,-143.02002
1475822894358,393161092795955,0.6300659,0.17364502,-0.18017578,-0.7350464,-143.02002
1475822894368,393161102664449,0.6300659,0.17352295,-0.18023682,-0.7350464,-143.02002
1475822894378,393161112532943,0.6300659,0.17358398,-0.18023682,-0.7350464,-143.02002
1475822894388,393161122401437,0.6300659,0.17352295,-0.18023682,-0.7350464,-143.02002
1475822894407,393161132269931,0.630188,0.17315674,-0.18060303,-0.7349243,-143.02002
1475822894411,393161142169458,0.630188,0.17315674,-0.18060303,-0.7349243,-143.02002
1475822894418,393161152037952,0.630249,0.17321777,-0.18060303,-0.7349243,-143.02002
1475822894428,393161161906446,0.630249,0.17321777,-0.18060303,-0.7349243,-143.02002
1475822894438,393161171774940,0.62994385,0.17340088,-0.18041992,-0.73516846,-143.02002
1475822894448,393161181643434,0.62994385,0.17340088,-0.18041992,-0.73516846,-143.02002
1475822894458,393161191511928,0.6300049,0.17340088,-0.18041992,-0.7351074,-143.02002
1475822894468,393161201411455,0.6296997,0.17321777,-0.18054199,-0.73535156,-143.02002
1475822894478,393161211279949,0.62976074,0.17327881,-0.18054199,-0.7352905,-143.02002
1475822894488,393161221148443,0.6298218,0.17327881,-0.18054199,-0.7352295,-143.02002
1475822894498,393161231016937,0.6298218,0.17327881,-0.18054199,-0.7352295,-143.02002
1475822894507,393161240885431,0.6296387,0.17315674,-0.18066406,-0.7354126,-143.02002
1475822894517,393161250753925,0.6296387,0.17315674,-0.18066406,-0.7354126,-143.02002
1475822894528,393161260653452,0.6296387,0.1730957,-0.1807251,-0.7354126,-143.02002
1475822894537,393161270521946,0.62945557,0.1730957,-0.1807251,-0.7355957,-143.02002
1475822894547,393161280390440,0.62939453,0.17303467,-0.1807251,-0.73565674,-143.02002
1475822894557,393161290258934,0.6293335,0.17303467,-0.1807251,-0.73565674,-143.02002
1475822894568,393161300127428,0.62939453,0.17303467,-0.1807251,-0.7355957,-143.02002
1475822894578,393161309995922,0.62976074,0.17321777,-0.18060303,-0.7352905,-143.02002
1475822894587,393161319895449,0.62994385,0.17321777,-0.18054199,-0.73516846,-143.02002
1475822894597,393161329763943,0.6300049,0.17321777,-0.18054199,-0.7351074,-143.02002
1475822894607,393161339632437,0.6300659,0.17321777,-0.18054199,-0.7350464,-143.02002
1475822894624,393161349500931,0.6300659,0.17321777,-0.18054199,-0.7350464,-143.02002
1475822894627,393161359369425,0.6300049,0.17321777,-0.18054199,-0.7351074,-143.02002
1475822894637,393161369237919,0.6300049,0.17321777,-0.18060303,-0.7351074,-143.02002
1475822894647,393161379137446,0.63012695,0.17303467,-0.1807251,-0.73498535,-143.02002
1475822894657,393161389005940,0.630188,0.17303467,-0.1807251,-0.73498535,-143.02002
1475822894667,393161398874434,0.630249,0.17303467,-0.1807251,-0.7349243,-143.02002
1475822894678,393161408742928,0.63061523,0.17321777,-0.18060303,-0.7345581,-143.02002
1475822894687,393161418611422,0.63061523,0.17315674,-0.18060303,-0.7345581,-143.02002
1475822894697,393161428479916,0.63061523,0.17315674,-0.18060303,-0.73461914,-143.02002
1475822894707,393161438379443,0.6305542,0.17315674,-0.18060303,-0.7346802,-143.02002
1475822894717,393161448247937,0.6304321,0.17321777,-0.18054199,-0.7347412,-143.02002
1475822894727,393161458116431,0.6303711,0.17321777,-0.18054199,-0.73480225,-143.02002
1475822894737,393161467984925,0.6304321,0.17321777,-0.18054199,-0.7347412,-143.02002
1475822894747,393161477853419,0.6305542,0.17321777,-0.18054199,-0.73461914,-143.02002
1475822894757,393161487752946,0.63061523,0.17327881,-0.18054199,-0.7345581,-143.02002
1475822894767,393161497621440,0.6307373,0.17327881,-0.18054199,-0.7344971,-143.02002
1475822894778,393161507489934,0.6307373,0.17327881,-0.18054199,-0.73443604,-143.02002
1475822894787,393161517358428,0.63067627,0.1729126,-0.18084717,-0.7345581,-143.02002
1475822894797,393161527226922,0.63061523,0.1729126,-0.18084717,-0.7345581,-143.02002
1475822894862,393161937819722,0.63061523,0.17297363,-0.1809082,-0.7345581,-143.02002
1475822894869,393161947688216,0.6305542,0.1730957,-0.1807251,-0.73461914,-143.02002
1475822894872,393161957556710,0.6305542,0.1730957,-0.1807251,-0.73461914,-143.02002
1475822894877,393161967456237,0.63061523,0.17315674,-0.1807251,-0.7345581,-143.02002
1475822894880,393161977324731,0.63061523,0.17315674,-0.1807251,-0.7345581,-143.02002
1475822894883,393161987193225,0.63079834,0.17303467,-0.18084717,-0.73443604,-143.02002
1475822894886,393161997061719,0.6307373,0.17303467,-0.18084717,-0.7344971,-143.02002
1475822894889,393162006930213,0.63067627,0.17303467,-0.18084717,-0.7344971,-143.02002
1475822894891,393162016798707,0.6304321,0.17340088,-0.18048096,-0.7347412,-143.02002
1475822894896,393162026698234,0.6305542,0.17340088,-0.18048096,-0.73461914,-143.02002
1475822894906,393162036566728,0.63067627,0.17346191,-0.18048096,-0.7344971,-143.02002
1475822894916,393162046435222,0.6307373,0.17346191,-0.18048096,-0.73443604,-143.02002
1475822894926,393162056303716,0.6308594,0.17364502,-0.18029785,-0.73431396,-143.02002
1475822894936,393162066203243,0.6308594,0.17364502,-0.18029785,-0.73431396,-143.02002
1475822894946,393162076071737,0.63079834,0.17358398,-0.18035889,-0.734375,-143.02002
1475822894956,393162085940231,0.63116455,0.17358398,-0.18029785,-0.7340698,-143.02002
1475822894966,393162095808725,0.6311035,0.17358398,-0.18035889,-0.73413086,-143.02002
1475822894976,393162105677219,0.6311035,0.17358398,-0.18035889,-0.73413086,-143.02002
1475822894986,393162115576746,0.6310425,0.17358398,-0.18035889,-0.7341919,-143.02002
1475822894996,393162125445240,0.6311035,0.17333984,-0.18060303,-0.73413086,-143.02002
1475822895006,393162135313734,0.6311035,0.17333984,-0.18060303,-0.73413086,-143.02002
